seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,577413.928,168770.163,543521.656,515308.091,7706.787,306.772,2022-09-12 23:12:12,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.5e9,2.5e9,0.0001,Inf,2.5e9,2.5e9,0.0001,Inf,2,-Inf,0.0,,,447241.101,38597.337,413348.829,385135.265,17793.786,155.001,2022-09-12 23:12:13,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,577413.928,168770.163,543521.656,515308.091,7706.787,306.772,2022-09-12 23:12:21,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.5e9,2.5e9,0.0001,Inf,2.5e9,2.5e9,0.0001,Inf,2,-Inf,0.0,,,447241.101,38597.337,413348.829,385135.265,17793.786,155.001,2022-09-12 23:12:23,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,577413.928,168770.163,543521.656,515308.091,7706.787,306.772,2022-09-13 00:50:25,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,2.160766914067e9,2.5e9,0.0001,Inf,2.201812744889e9,2.5e9,0.0001,Inf,51,-2754.0,0.0,,,447241.101,38597.337,413348.829,385135.265,17793.786,155.001,2022-09-13 01:08:41,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,1.137901019e6,770761.36,1.093523106e6,1.079359144e6,-45170.055,1187.637,2022-10-09 19:39:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,3.13810817449e10,3.63078054770101e10,0.0001,Inf,3.1977195587378e10,3.63078054770101e10,0.0001,Inf,25,-3075.0,0.0,,,641822.604,274682.945,597444.691,583280.729,-6729.296,609.25,2022-10-09 19:48:02,Estimated parameters after convergence of the iterative method
,blank line,4,60,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
